X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.446079,43.685496,80950786,8001690114,2018,2018-09-12T04:00:00.000Z,1205,12,DUFFERIN ST,ROGERS RD, ,Major Arterial,Toronto and East York,43.685496,-79.446079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,0,West,Pick Up Truck,Stopped,Driving Properly,Normal, , , , , , ,Yes, ,Yes, ,Yes, , , , ,Yes,Yes, , ,13,,,107,,221
-79.446079,43.685496,80950787,8001690114,2018,2018-09-12T04:00:00.000Z,1205,12,DUFFERIN ST,ROGERS RD, ,Major Arterial,Toronto and East York,43.685496,-79.446079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,0,Unknown, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Other,Other, , , ,Yes, ,Yes, ,Yes, , , , ,Yes,Yes, , ,13,,,107,,222
-79.42009,43.797945,6634528,1236508,2011,2011-06-05T04:00:00.000Z,1206,12,YONGE ST,STEELES AVE W, ,Major Arterial,North York,43.797945,-79.42009,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,80 to 84,Minor,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,36,,223
-79.42009,43.797945,6634529,1236508,2011,2011-06-05T04:00:00.000Z,1206,12,YONGE ST,STEELES AVE W, ,Major Arterial,North York,43.797945,-79.42009,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,36,,224
-79.42009,43.797945,6634530,1236508,2011,2011-06-05T04:00:00.000Z,1206,12,YONGE ST,STEELES AVE W, ,Major Arterial,North York,43.797945,-79.42009,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,32,,,36,,225
-79.57079,43.691545,7394530,1285480,2012,2012-01-17T05:00:00.000Z,1210,12,DIXON Road,MARTIN GROVE Road, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,80 to 84,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,226
-79.57079,43.691545,7394531,1285480,2012,2012-01-17T05:00:00.000Z,1210,12,DIXON Road,MARTIN GROVE Road, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,227
-79.57079,43.691545,7394532,1285480,2012,2012-01-17T05:00:00.000Z,1210,12,DIXON Road,MARTIN GROVE Road, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,70 to 74,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,228
-79.57079,43.691545,7394533,1285480,2012,2012-01-17T05:00:00.000Z,1210,12,DIXON Road,MARTIN GROVE Road, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,229
-79.57079,43.691545,7394534,1285480,2012,2012-01-17T05:00:00.000Z,1210,12,DIXON Road,MARTIN GROVE Road, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,230
-79.38129,43.732985,80488161,5001407837,2015,2015-08-16T04:00:00.000Z,1210,12,2350 BAYVIEW AVE, , ,Major Arterial,North York,43.732985,-79.38129,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,85 to 89,Fatal,40,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,"33,32",,,41,,231
-79.38129,43.732985,80488162,5001407837,2015,2015-08-16T04:00:00.000Z,1210,12,2350 BAYVIEW AVE, , ,Major Arterial,North York,43.732985,-79.38129,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,20 to 24,None,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,"33,32",,,41,,232
-79.19469,43.762045,5428681,1068648,2008,2008-10-17T04:00:00.000Z,1219,12,KINGSTON RD,GALLOWAY RD, ,Major Arterial,Scarborough,43.762045,-79.19469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,43,,,136,,233
-79.19469,43.762045,5428682,1068648,2008,2008-10-17T04:00:00.000Z,1219,12,KINGSTON RD,GALLOWAY RD, ,Major Arterial,Scarborough,43.762045,-79.19469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,43,,,136,,234
-79.19469,43.762045,5428683,1068648,2008,2008-10-17T04:00:00.000Z,1219,12,KINGSTON RD,GALLOWAY RD, ,Major Arterial,Scarborough,43.762045,-79.19469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,43,,,136,,235
-79.19469,43.762045,5428684,1068648,2008,2008-10-17T04:00:00.000Z,1219,12,KINGSTON RD,GALLOWAY RD, ,Major Arterial,Scarborough,43.762045,-79.19469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,43,,,136,,236
-79.19469,43.762045,5428685,1068648,2008,2008-10-17T04:00:00.000Z,1219,12,KINGSTON RD,GALLOWAY RD, ,Major Arterial,Scarborough,43.762045,-79.19469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,43,,,136,,237
-79.29749,43.752045,5368613,1042295,2008,2008-06-09T04:00:00.000Z,1223,12,WARDEN AVE,MANHATTAN DR, ,Major Arterial,Scarborough,43.752045,-79.29749,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,119,,238
-79.29749,43.752045,5368614,1042295,2008,2008-06-09T04:00:00.000Z,1223,12,WARDEN AVE,MANHATTAN DR, ,Major Arterial,Scarborough,43.752045,-79.29749,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,5 to 9,None,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,119,,239
-79.29749,43.752045,5368615,1042295,2008,2008-06-09T04:00:00.000Z,1223,12,WARDEN AVE,MANHATTAN DR, ,Major Arterial,Scarborough,43.752045,-79.29749,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,119,,240
-79.35849,43.653945,6097283,1147486,2010,2010-01-13T05:00:00.000Z,1224,12,EASTERN AVE,CHERRY ST, ,Minor Arterial,Toronto and East York,43.653945,-79.35849,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,51,,,73,,241
-79.35849,43.653945,6097284,1147486,2010,2010-01-13T05:00:00.000Z,1224,12,EASTERN AVE,CHERRY ST, ,Minor Arterial,Toronto and East York,43.653945,-79.35849,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,51,,,73,,242
-79.35849,43.653945,6097285,1147486,2010,2010-01-13T05:00:00.000Z,1224,12,EASTERN AVE,CHERRY ST, ,Minor Arterial,Toronto and East York,43.653945,-79.35849,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Minimal,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,51,,,73,,243
-79.35849,43.653945,6097286,1147486,2010,2010-01-13T05:00:00.000Z,1224,12,EASTERN AVE,CHERRY ST, ,Minor Arterial,Toronto and East York,43.653945,-79.35849,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,51,,,73,,244
-79.405887,43.740344,7819562,1356635,2013,2013-05-16T04:00:00.000Z,1231,12,MILL ST,YONGE ST, ,Major Arterial,North York,43.740344,-79.405887,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown, ,0, , , , , , , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,41,,245
-79.405887,43.740344,7819563,1356635,2013,2013-05-16T04:00:00.000Z,1231,12,MILL ST,YONGE ST, ,Major Arterial,North York,43.740344,-79.405887,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,0,West,"Automobile, Station Wagon",Turning Right,Disobeyed Traffic Control,Normal, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,41,,246
-79.405887,43.740344,7819564,1356635,2013,2013-05-16T04:00:00.000Z,1231,12,MILL ST,YONGE ST, ,Major Arterial,North York,43.740344,-79.405887,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,15,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,41,,247
-79.354907,43.648242,6631185,1235117,2011,2011-03-24T04:00:00.000Z,1234,12,LAKE SHORE Boul E,CHERRY Stre, ,Major Arterial,Toronto and East York,43.648242,-79.354907,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Angle,Driver,60 to 64,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Other, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,51,,,77,,248
-79.354907,43.648242,6631186,1235117,2011,2011-03-24T04:00:00.000Z,1234,12,LAKE SHORE Boul E,CHERRY Stre, ,Major Arterial,Toronto and East York,43.648242,-79.354907,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Angle,Driver,20 to 24,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,51,,,77,,249
-79.354907,43.648242,6631187,1235117,2011,2011-03-24T04:00:00.000Z,1234,12,LAKE SHORE Boul E,CHERRY Stre, ,Major Arterial,Toronto and East York,43.648242,-79.354907,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,51,,,77,,250
-79.54519,43.601645,5370273,1043009,2008,2008-06-13T04:00:00.000Z,1235,12,BROWNS LINE Line,HORNER AVE, ,Major Arterial,Etobicoke York,43.601645,-79.54519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,251
-79.54519,43.601645,5370274,1043009,2008,2008-06-13T04:00:00.000Z,1235,12,BROWNS LINE Line,HORNER AVE, ,Major Arterial,Etobicoke York,43.601645,-79.54519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,252
-79.54519,43.601645,5370275,1043009,2008,2008-06-13T04:00:00.000Z,1235,12,BROWNS LINE Line,HORNER AVE, ,Major Arterial,Etobicoke York,43.601645,-79.54519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,85 to 89,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,253
-79.54519,43.601645,5370276,1043009,2008,2008-06-13T04:00:00.000Z,1235,12,BROWNS LINE Line,HORNER AVE, ,Major Arterial,Etobicoke York,43.601645,-79.54519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,254
-79.54519,43.601645,5370277,1043009,2008,2008-06-13T04:00:00.000Z,1235,12,BROWNS LINE Line,HORNER AVE, ,Major Arterial,Etobicoke York,43.601645,-79.54519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,255
-79.54519,43.601645,5370278,1043009,2008,2008-06-13T04:00:00.000Z,1235,12,BROWNS LINE Line,HORNER AVE, ,Major Arterial,Etobicoke York,43.601645,-79.54519,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,256
-79.56319,43.674445,6097032,1147341,2010,2010-01-12T05:00:00.000Z,1240,12,MARTIN GROVE RD,EGLINTON AVE W, ,Major Arterial,Etobicoke York,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,85 to 89,None,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"23,22",,,11,,257
-79.56319,43.674445,6097033,1147341,2010,2010-01-12T05:00:00.000Z,1240,12,MARTIN GROVE RD,EGLINTON AVE W, ,Major Arterial,Etobicoke York,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,80 to 84,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"23,22",,,11,,258
-79.56319,43.674445,6097034,1147341,2010,2010-01-12T05:00:00.000Z,1240,12,MARTIN GROVE RD,EGLINTON AVE W, ,Major Arterial,Etobicoke York,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,0 to 4,Minor,0,East,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"23,22",,,11,,259
-79.56319,43.674445,6097035,1147341,2010,2010-01-12T05:00:00.000Z,1240,12,MARTIN GROVE RD,EGLINTON AVE W, ,Major Arterial,Etobicoke York,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,2,East,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"23,22",,,11,,260
-79.57079,43.691545,5332810,1026032,2008,2008-02-24T05:00:00.000Z,1245,12,DIXON RD,MARTIN GROVE RD, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,261
-79.57079,43.691545,5332811,1026032,2008,2008-02-24T05:00:00.000Z,1245,12,DIXON RD,MARTIN GROVE RD, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,60 to 64,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,262
-79.57079,43.691545,5332812,1026032,2008,2008-02-24T05:00:00.000Z,1245,12,DIXON RD,MARTIN GROVE RD, ,Major Arterial,Etobicoke York,43.691545,-79.57079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,263
-79.574649,43.728125,80150468,4001467875,2014,2014-02-04T05:00:00.000Z,1255,12,KIPLING AVE,WESTHUMBER BLVD, ,Major Arterial,Etobicoke York,43.728125,-79.574649,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes,Yes, ,23,,,4,,264
-79.574649,43.728125,80150469,4001467875,2014,2014-02-04T05:00:00.000Z,1255,12,KIPLING AVE,WESTHUMBER BLVD, ,Major Arterial,Etobicoke York,43.728125,-79.574649,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08", , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes,Yes, ,23,,,4,,265
-79.574649,43.728125,80150470,4001467875,2014,2014-02-04T05:00:00.000Z,1255,12,KIPLING AVE,WESTHUMBER BLVD, ,Major Arterial,Etobicoke York,43.728125,-79.574649,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,0,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes,Yes, ,23,,,4,,266
-79.234958,43.775668,80782606,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,267
-79.234958,43.775668,80782607,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,268
-79.234958,43.775668,80782608,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,269
-79.234958,43.775668,80782609,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,270
-79.234958,43.775668,80782610,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,271
-79.234958,43.775668,80782611,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,70 to 74,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,272
-79.234958,43.775668,80782612,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,273
-79.234958,43.775668,80782613,7000534714,2017,2017-03-26T04:00:00.000Z,1310,13,ELLESMERE RD,DOLLY VARDEN BLVD, ,Major Arterial,Scarborough,43.775668,-79.234958,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,43,,,137,,274
-79.337749,43.77582,8000208,143471771,2014,2014-12-12T05:00:00.000Z,1320,13,SHEPPARD AVE E,404 N SHEPPARD W RAMP, ,Expressway,North York,43.77582,-79.337749,Intersection, ,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Passenger,50 to 54,Fatal,47, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,33,,,53,,275
-79.337749,43.77582,8000209,143471771,2014,2014-12-12T05:00:00.000Z,1320,13,SHEPPARD AVE E,404 N SHEPPARD W RAMP, ,Expressway,North York,43.77582,-79.337749,Intersection, ,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Driver,20 to 24,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,33,,,53,,276
-79.337749,43.77582,8000210,143471771,2014,2014-12-12T05:00:00.000Z,1320,13,SHEPPARD AVE E,404 N SHEPPARD W RAMP, ,Expressway,North York,43.77582,-79.337749,Intersection, ,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Driver,40 to 44,Minor,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,33,,,53,,277
-79.29349,43.782145,6805174,1251239,2011,2011-07-20T04:00:00.000Z,1323,13,SHEPPARD AVE E,ALLANFORD RD, ,Major Arterial,Scarborough,43.782145,-79.29349,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Major,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,42,,,118,,278
-79.29349,43.782145,6805175,1251239,2011,2011-07-20T04:00:00.000Z,1323,13,SHEPPARD AVE E,ALLANFORD RD, ,Major Arterial,Scarborough,43.782145,-79.29349,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minimal,0,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,42,,,118,,279
-79.26129,43.770045,5255192,1111585,2009,2009-05-24T04:00:00.000Z,1345,13,BRIMLEY RD,ELLESMERE RD, ,Major Arterial,Scarborough,43.770045,-79.26129,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,80 to 84,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"41,43",,,127,,280
